time_start,time_end,consumed_kWh,charger_true_false
2025-02-05 07:30:00,2025-02-05 08:15:00,4.5,False
2025-02-05 12:00:00,2025-02-05 12:30:00,1.2,False
2025-02-05 17:30:00,2025-02-05 18:15:00,5.0,True
2025-02-06 07:30:00,2025-02-06 08:15:00,4.5,False
2025-02-06 12:00:00,2025-02-06 12:30:00,1.2,False
2025-02-06 17:30:00,2025-02-06 18:15:00,5.0,True
2025-02-07 07:30:00,2025-02-07 08:15:00,4.5,False
2025-02-07 12:00:00,2025-02-07 12:30:00,1.2,False
2025-02-07 17:30:00,2025-02-07 18:15:00,5.0,True
2025-02-08 07:30:00,2025-02-08 08:15:00,4.5,False
2025-02-08 12:00:00,2025-02-08 12:30:00,1.2,False
2025-02-08 17:30:00,2025-02-08 18:15:00,5.0,True
2025-02-09 07:30:00,2025-02-09 08:15:00,4.5,False
2025-02-09 12:00:00,2025-02-09 12:30:00,1.2,False
2025-02-09 17:30:00,2025-02-09 18:15:00,5.0,True
2025-02-10 07:30:00,2025-02-10 08:15:00,4.5,False
2025-02-10 12:00:00,2025-02-10 12:30:00,1.2,False
2025-02-10 17:30:00,2025-02-10 18:15:00,5.0,True
2025-02-11 07:30:00,2025-02-11 08:15:00,4.5,False
2025-02-11 12:00:00,2025-02-11 12:30:00,1.2,False
2025-02-11 17:30:00,2025-02-11 18:15:00,5.0,True
2025-02-12 07:30:00,2025-02-12 08:15:00,4.5,False
2025-02-12 12:00:00,2025-02-12 12:30:00,1.2,False
2025-02-12 17:30:00,2025-02-12 18:15:00,5.0,True
2025-02-13 07:30:00,2025-02-13 08:15:00,4.5,False
2025-02-13 12:00:00,2025-02-13 12:30:00,1.2,False
2025-02-13 17:30:00,2025-02-13 18:15:00,5.0,True
2025-02-14 07:30:00,2025-02-14 08:15:00,4.5,False
2025-02-14 12:00:00,2025-02-14 12:30:00,1.2,False
2025-02-14 17:30:00,2025-02-14 18:15:00,5.0,True
2025-02-15 07:30:00,2025-02-15 08:15:00,4.5,False
2025-02-15 12:00:00,2025-02-15 12:30:00,1.2,False
2025-02-15 17:30:00,2025-02-15 18:15:00,5.0,True
2025-02-16 07:30:00,2025-02-16 08:15:00,4.5,False
2025-02-16 12:00:00,2025-02-16 12:30:00,1.2,False
2025-02-16 17:30:00,2025-02-16 18:15:00,5.0,True
2025-02-17 07:30:00,2025-02-17 08:15:00,4.5,False
2025-02-17 12:00:00,2025-02-17 12:30:00,1.2,False
2025-02-17 17:30:00,2025-02-17 18:15:00,5.0,True
2025-02-18 07:30:00,2025-02-18 08:15:00,4.5,False
2025-02-18 12:00:00,2025-02-18 12:30:00,1.2,False
2025-02-18 17:30:00,2025-02-18 18:15:00,5.0,True
2025-02-19 07:30:00,2025-02-19 08:15:00,4.5,False
2025-02-19 12:00:00,2025-02-19 12:30:00,1.2,False
2025-02-19 17:30:00,2025-02-19 18:15:00,5.0,True
2025-02-20 07:30:00,2025-02-20 08:15:00,4.5,False
2025-02-20 12:00:00,2025-02-20 12:30:00,1.2,False
2025-02-20 17:30:00,2025-02-20 18:15:00,5.0,True
2025-02-21 07:30:00,2025-02-21 08:15:00,4.5,False
2025-02-21 12:00:00,2025-02-21 12:30:00,1.2,False
2025-02-21 17:30:00,2025-02-21 18:15:00,5.0,True
2025-02-22 07:30:00,2025-02-22 08:15:00,4.5,False
2025-02-22 12:00:00,2025-02-22 12:30:00,1.2,False
2025-02-22 17:30:00,2025-02-22 18:15:00,5.0,True
2025-02-23 07:30:00,2025-02-23 08:15:00,4.5,False
2025-02-23 12:00:00,2025-02-23 12:30:00,1.2,False
2025-02-23 17:30:00,2025-02-23 18:15:00,5.0,True
2025-02-24 07:30:00,2025-02-24 08:15:00,4.5,False
2025-02-24 12:00:00,2025-02-24 12:30:00,1.2,False
2025-02-24 17:30:00,2025-02-24 18:15:00,5.0,True
2025-02-25 07:30:00,2025-02-25 08:15:00,4.5,False
2025-02-25 12:00:00,2025-02-25 12:30:00,1.2,False
2025-02-25 17:30:00,2025-02-25 18:15:00,5.0,True
2025-02-26 07:30:00,2025-02-26 08:15:00,4.5,False
2025-02-26 12:00:00,2025-02-26 12:30:00,1.2,False
2025-02-26 17:30:00,2025-02-26 18:15:00,5.0,True
2025-02-27 07:30:00,2025-02-27 08:15:00,4.5,False
2025-02-27 12:00:00,2025-02-27 12:30:00,1.2,False
2025-02-27 17:30:00,2025-02-27 18:15:00,5.0,True
2025-02-28 07:30:00,2025-02-28 08:15:00,4.5,False
2025-02-28 12:00:00,2025-02-28 12:30:00,1.2,False
2025-02-28 17:30:00,2025-02-28 18:15:00,5.0,True
2025-03-01 07:30:00,2025-03-01 08:15:00,4.5,False
2025-03-01 12:00:00,2025-03-01 12:30:00,1.2,False
2025-03-01 17:30:00,2025-03-01 18:15:00,5.0,True
2025-03-02 07:30:00,2025-03-02 08:15:00,4.5,False
2025-03-02 12:00:00,2025-03-02 12:30:00,1.2,False
2025-03-02 17:30:00,2025-03-02 18:15:00,5.0,True
2025-03-03 07:30:00,2025-03-03 08:15:00,4.5,False
2025-03-03 12:00:00,2025-03-03 12:30:00,1.2,False
2025-03-03 17:30:00,2025-03-03 18:15:00,5.0,True
2025-03-04 07:30:00,2025-03-04 08:15:00,4.5,False
2025-03-04 12:00:00,2025-03-04 12:30:00,1.2,False
2025-03-04 17:30:00,2025-03-04 18:15:00,5.0,True
2025-03-05 07:30:00,2025-03-05 08:15:00,4.5,False
2025-03-05 12:00:00,2025-03-05 12:30:00,1.2,False
2025-03-05 17:30:00,2025-03-05 18:15:00,5.0,True
2025-03-06 07:30:00,2025-03-06 08:15:00,4.5,False
2025-03-06 12:00:00,2025-03-06 12:30:00,1.2,False
2025-03-06 17:30:00,2025-03-06 18:15:00,5.0,True
2025-03-07 07:30:00,2025-03-07 08:15:00,4.5,False
2025-03-07 12:00:00,2025-03-07 12:30:00,1.2,False
2025-03-07 17:30:00,2025-03-07 18:15:00,5.0,True
2025-03-08 07:30:00,2025-03-08 08:15:00,4.5,False
2025-03-08 12:00:00,2025-03-08 12:30:00,1.2,False
2025-03-08 17:30:00,2025-03-08 18:15:00,5.0,True
2025-03-09 07:30:00,2025-03-09 08:15:00,4.5,False
2025-03-09 12:00:00,2025-03-09 12:30:00,1.2,False
2025-03-09 17:30:00,2025-03-09 18:15:00,5.0,True
2025-03-10 07:30:00,2025-03-10 08:15:00,4.5,False
2025-03-10 12:00:00,2025-03-10 12:30:00,1.2,False
2025-03-10 17:30:00,2025-03-10 18:15:00,5.0,True
2025-03-11 07:30:00,2025-03-11 08:15:00,4.5,False
2025-03-11 12:00:00,2025-03-11 12:30:00,1.2,False
2025-03-11 17:30:00,2025-03-11 18:15:00,5.0,True
2025-03-12 07:30:00,2025-03-12 08:15:00,4.5,False
2025-03-12 12:00:00,2025-03-12 12:30:00,1.2,False
2025-03-12 17:30:00,2025-03-12 18:15:00,5.0,True
2025-03-13 07:30:00,2025-03-13 08:15:00,4.5,False
2025-03-13 12:00:00,2025-03-13 12:30:00,1.2,False
2025-03-13 17:30:00,2025-03-13 18:15:00,5.0,True
2025-03-14 07:30:00,2025-03-14 08:15:00,4.5,False
2025-03-14 12:00:00,2025-03-14 12:30:00,1.2,False
2025-03-14 17:30:00,2025-03-14 18:15:00,5.0,True
2025-03-15 07:30:00,2025-03-15 08:15:00,4.5,False
2025-03-15 12:00:00,2025-03-15 12:30:00,1.2,False
2025-03-15 17:30:00,2025-03-15 18:15:00,5.0,True
2025-03-16 07:30:00,2025-03-16 08:15:00,4.5,False
2025-03-16 12:00:00,2025-03-16 12:30:00,1.2,False
2025-03-16 17:30:00,2025-03-16 18:15:00,5.0,True
2025-03-17 07:30:00,2025-03-17 08:15:00,4.5,False
2025-03-17 12:00:00,2025-03-17 12:30:00,1.2,False
2025-03-17 17:30:00,2025-03-17 18:15:00,5.0,True
2025-03-18 07:30:00,2025-03-18 08:15:00,4.5,False
2025-03-18 12:00:00,2025-03-18 12:30:00,1.2,False
2025-03-18 17:30:00,2025-03-18 18:15:00,5.0,True
2025-03-19 07:30:00,2025-03-19 08:15:00,4.5,False
2025-03-19 12:00:00,2025-03-19 12:30:00,1.2,False
2025-03-19 17:30:00,2025-03-19 18:15:00,5.0,True
2025-03-20 07:30:00,2025-03-20 08:15:00,4.5,False
2025-03-20 12:00:00,2025-03-20 12:30:00,1.2,False
2025-03-20 17:30:00,2025-03-20 18:15:00,5.0,True
2025-03-21 07:30:00,2025-03-21 08:15:00,4.5,False
2025-03-21 12:00:00,2025-03-21 12:30:00,1.2,False
2025-03-21 17:30:00,2025-03-21 18:15:00,5.0,True
2025-03-22 07:30:00,2025-03-22 08:15:00,4.5,False
2025-03-22 12:00:00,2025-03-22 12:30:00,1.2,False
2025-03-22 17:30:00,2025-03-22 18:15:00,5.0,True
2025-03-23 07:30:00,2025-03-23 08:15:00,4.5,False
2025-03-23 12:00:00,2025-03-23 12:30:00,1.2,False
2025-03-23 17:30:00,2025-03-23 18:15:00,5.0,True
2025-03-24 07:30:00,2025-03-24 08:15:00,4.5,False
2025-03-24 12:00:00,2025-03-24 12:30:00,1.2,False
2025-03-24 17:30:00,2025-03-24 18:15:00,5.0,True
2025-03-25 07:30:00,2025-03-25 08:15:00,4.5,False
2025-03-25 12:00:00,2025-03-25 12:30:00,1.2,False
2025-03-25 17:30:00,2025-03-25 18:15:00,5.0,True
2025-03-26 07:30:00,2025-03-26 08:15:00,4.5,False
2025-03-26 12:00:00,2025-03-26 12:30:00,1.2,False
2025-03-26 17:30:00,2025-03-26 18:15:00,5.0,True
2025-03-27 07:30:00,2025-03-27 08:15:00,4.5,False
2025-03-27 12:00:00,2025-03-27 12:30:00,1.2,False
2025-03-27 17:30:00,2025-03-27 18:15:00,5.0,True
2025-03-28 07:30:00,2025-03-28 08:15:00,4.5,False
2025-03-28 12:00:00,2025-03-28 12:30:00,1.2,False
2025-03-28 17:30:00,2025-03-28 18:15:00,5.0,True
2025-03-29 07:30:00,2025-03-29 08:15:00,4.5,False
2025-03-29 12:00:00,2025-03-29 12:30:00,1.2,False
2025-03-29 17:30:00,2025-03-29 18:15:00,5.0,True
2025-03-30 07:30:00,2025-03-30 08:15:00,4.5,False
2025-03-30 12:00:00,2025-03-30 12:30:00,1.2,False
2025-03-30 17:30:00,2025-03-30 18:15:00,5.0,True
2025-03-31 07:30:00,2025-03-31 08:15:00,4.5,False
2025-03-31 12:00:00,2025-03-31 12:30:00,1.2,False
2025-03-31 17:30:00,2025-03-31 18:15:00,5.0,True
2025-04-01 07:30:00,2025-04-01 08:15:00,4.5,False
2025-04-01 12:00:00,2025-04-01 12:30:00,1.2,False
2025-04-01 17:30:00,2025-04-01 18:15:00,5.0,True
2025-04-02 07:30:00,2025-04-02 08:15:00,4.5,False
2025-04-02 12:00:00,2025-04-02 12:30:00,1.2,False
2025-04-02 17:30:00,2025-04-02 18:15:00,5.0,True
2025-04-03 07:30:00,2025-04-03 08:15:00,4.5,False
2025-04-03 12:00:00,2025-04-03 12:30:00,1.2,False
2025-04-03 17:30:00,2025-04-03 18:15:00,5.0,True
2025-04-04 07:30:00,2025-04-04 08:15:00,4.5,False
2025-04-04 12:00:00,2025-04-04 12:30:00,1.2,False
2025-04-04 17:30:00,2025-04-04 18:15:00,5.0,True
2025-04-05 07:30:00,2025-04-05 08:15:00,4.5,False
2025-04-05 12:00:00,2025-04-05 12:30:00,1.2,False
2025-04-05 17:30:00,2025-04-05 18:15:00,5.0,True
2025-04-06 07:30:00,2025-04-06 08:15:00,4.5,False
2025-04-06 12:00:00,2025-04-06 12:30:00,1.2,False
2025-04-06 17:30:00,2025-04-06 18:15:00,5.0,True
2025-04-07 07:30:00,2025-04-07 08:15:00,4.5,False
2025-04-07 12:00:00,2025-04-07 12:30:00,1.2,False
2025-04-07 17:30:00,2025-04-07 18:15:00,5.0,True
2025-04-08 07:30:00,2025-04-08 08:15:00,4.5,False
2025-04-08 12:00:00,2025-04-08 12:30:00,1.2,False
2025-04-08 17:30:00,2025-04-08 18:15:00,5.0,True
2025-04-09 07:30:00,2025-04-09 08:15:00,4.5,False
2025-04-09 12:00:00,2025-04-09 12:30:00,1.2,False
2025-04-09 17:30:00,2025-04-09 18:15:00,5.0,True
2025-04-10 07:30:00,2025-04-10 08:15:00,4.5,False
2025-04-10 12:00:00,2025-04-10 12:30:00,1.2,False
2025-04-10 17:30:00,2025-04-10 18:15:00,5.0,True
2025-04-11 07:30:00,2025-04-11 08:15:00,4.5,False
2025-04-11 12:00:00,2025-04-11 12:30:00,1.2,False
2025-04-11 17:30:00,2025-04-11 18:15:00,5.0,True
2025-04-12 07:30:00,2025-04-12 08:15:00,4.5,False
2025-04-12 12:00:00,2025-04-12 12:30:00,1.2,False
2025-04-12 17:30:00,2025-04-12 18:15:00,5.0,True
2025-04-13 07:30:00,2025-04-13 08:15:00,4.5,False
2025-04-13 12:00:00,2025-04-13 12:30:00,1.2,False
2025-04-13 17:30:00,2025-04-13 18:15:00,5.0,True
2025-04-14 07:30:00,2025-04-14 08:15:00,4.5,False
2025-04-14 12:00:00,2025-04-14 12:30:00,1.2,False
2025-04-14 17:30:00,2025-04-14 18:15:00,5.0,True
2025-04-15 07:30:00,2025-04-15 08:15:00,4.5,False
2025-04-15 12:00:00,2025-04-15 12:30:00,1.2,False
2025-04-15 17:30:00,2025-04-15 18:15:00,5.0,True
2025-04-16 07:30:00,2025-04-16 08:15:00,4.5,False
2025-04-16 12:00:00,2025-04-16 12:30:00,1.2,False
2025-04-16 17:30:00,2025-04-16 18:15:00,5.0,True
2025-04-17 07:30:00,2025-04-17 08:15:00,4.5,False
2025-04-17 12:00:00,2025-04-17 12:30:00,1.2,False
2025-04-17 17:30:00,2025-04-17 18:15:00,5.0,True
2025-04-18 07:30:00,2025-04-18 08:15:00,4.5,False
2025-04-18 12:00:00,2025-04-18 12:30:00,1.2,False
2025-04-18 17:30:00,2025-04-18 18:15:00,5.0,True
2025-04-19 07:30:00,2025-04-19 08:15:00,4.5,False
2025-04-19 12:00:00,2025-04-19 12:30:00,1.2,False
2025-04-19 17:30:00,2025-04-19 18:15:00,5.0,True
2025-04-20 07:30:00,2025-04-20 08:15:00,4.5,False
2025-04-20 12:00:00,2025-04-20 12:30:00,1.2,False
2025-04-20 17:30:00,2025-04-20 18:15:00,5.0,True
2025-04-21 07:30:00,2025-04-21 08:15:00,4.5,False
2025-04-21 12:00:00,2025-04-21 12:30:00,1.2,False
2025-04-21 17:30:00,2025-04-21 18:15:00,5.0,True
2025-04-22 07:30:00,2025-04-22 08:15:00,4.5,False
2025-04-22 12:00:00,2025-04-22 12:30:00,1.2,False
2025-04-22 17:30:00,2025-04-22 18:15:00,5.0,True
2025-04-23 07:30:00,2025-04-23 08:15:00,4.5,False
2025-04-23 12:00:00,2025-04-23 12:30:00,1.2,False
2025-04-23 17:30:00,2025-04-23 18:15:00,5.0,True
2025-04-24 07:30:00,2025-04-24 08:15:00,4.5,False
2025-04-24 12:00:00,2025-04-24 12:30:00,1.2,False
2025-04-24 17:30:00,2025-04-24 18:15:00,5.0,True
2025-04-25 07:30:00,2025-04-25 08:15:00,4.5,False
2025-04-25 12:00:00,2025-04-25 12:30:00,1.2,False
2025-04-25 17:30:00,2025-04-25 18:15:00,5.0,True
2025-04-26 07:30:00,2025-04-26 08:15:00,4.5,False
2025-04-26 12:00:00,2025-04-26 12:30:00,1.2,False
2025-04-26 17:30:00,2025-04-26 18:15:00,5.0,True
2025-04-27 07:30:00,2025-04-27 08:15:00,4.5,False
2025-04-27 12:00:00,2025-04-27 12:30:00,1.2,False
2025-04-27 17:30:00,2025-04-27 18:15:00,5.0,True
2025-04-28 07:30:00,2025-04-28 08:15:00,4.5,False
2025-04-28 12:00:00,2025-04-28 12:30:00,1.2,False
2025-04-28 17:30:00,2025-04-28 18:15:00,5.0,True
2025-04-29 07:30:00,2025-04-29 08:15:00,4.5,False
2025-04-29 12:00:00,2025-04-29 12:30:00,1.2,False
2025-04-29 17:30:00,2025-04-29 18:15:00,5.0,True
2025-04-30 07:30:00,2025-04-30 08:15:00,4.5,False
2025-04-30 12:00:00,2025-04-30 12:30:00,1.2,False
2025-04-30 17:30:00,2025-04-30 18:15:00,5.0,True
2025-05-01 07:30:00,2025-05-01 08:15:00,4.5,False
2025-05-01 12:00:00,2025-05-01 12:30:00,1.2,False
2025-05-01 17:30:00,2025-05-01 18:15:00,5.0,True
2025-05-02 07:30:00,2025-05-02 08:15:00,4.5,False
2025-05-02 12:00:00,2025-05-02 12:30:00,1.2,False
2025-05-02 17:30:00,2025-05-02 18:15:00,5.0,True
2025-05-03 07:30:00,2025-05-03 08:15:00,4.5,False
2025-05-03 12:00:00,2025-05-03 12:30:00,1.2,False
2025-05-03 17:30:00,2025-05-03 18:15:00,5.0,True
2025-05-04 07:30:00,2025-05-04 08:15:00,4.5,False
2025-05-04 12:00:00,2025-05-04 12:30:00,1.2,False
2025-05-04 17:30:00,2025-05-04 18:15:00,5.0,True
2025-05-05 07:30:00,2025-05-05 08:15:00,4.5,False
2025-05-05 12:00:00,2025-05-05 12:30:00,1.2,False
2025-05-05 17:30:00,2025-05-05 18:15:00,5.0,True
2025-05-06 07:30:00,2025-05-06 08:15:00,4.5,False
2025-05-06 12:00:00,2025-05-06 12:30:00,1.2,False
2025-05-06 17:30:00,2025-05-06 18:15:00,5.0,True
2025-05-07 07:30:00,2025-05-07 08:15:00,4.5,False
2025-05-07 12:00:00,2025-05-07 12:30:00,1.2,False
2025-05-07 17:30:00,2025-05-07 18:15:00,5.0,True
2025-05-08 07:30:00,2025-05-08 08:15:00,4.5,False
2025-05-08 12:00:00,2025-05-08 12:30:00,1.2,False
2025-05-08 17:30:00,2025-05-08 18:15:00,5.0,True
2025-05-09 07:30:00,2025-05-09 08:15:00,4.5,False
2025-05-09 12:00:00,2025-05-09 12:30:00,1.2,False
2025-05-09 17:30:00,2025-05-09 18:15:00,5.0,True
2025-05-10 07:30:00,2025-05-10 08:15:00,4.5,False
2025-05-10 12:00:00,2025-05-10 12:30:00,1.2,False
2025-05-10 17:30:00,2025-05-10 18:15:00,5.0,True
2025-05-11 07:30:00,2025-05-11 08:15:00,4.5,False
2025-05-11 12:00:00,2025-05-11 12:30:00,1.2,False
2025-05-11 17:30:00,2025-05-11 18:15:00,5.0,True
2025-05-12 07:30:00,2025-05-12 08:15:00,4.5,False
2025-05-12 12:00:00,2025-05-12 12:30:00,1.2,False
2025-05-12 17:30:00,2025-05-12 18:15:00,5.0,True
2025-05-13 07:30:00,2025-05-13 08:15:00,4.5,False
2025-05-13 12:00:00,2025-05-13 12:30:00,1.2,False
2025-05-13 17:30:00,2025-05-13 18:15:00,5.0,True
2025-05-14 07:30:00,2025-05-14 08:15:00,4.5,False
2025-05-14 12:00:00,2025-05-14 12:30:00,1.2,False
2025-05-14 17:30:00,2025-05-14 18:15:00,5.0,True
2025-05-15 07:30:00,2025-05-15 08:15:00,4.5,False
2025-05-15 12:00:00,2025-05-15 12:30:00,1.2,False
2025-05-15 17:30:00,2025-05-15 18:15:00,5.0,True
2025-05-16 07:30:00,2025-05-16 08:15:00,4.5,False
2025-05-16 12:00:00,2025-05-16 12:30:00,1.2,False
2025-05-16 17:30:00,2025-05-16 18:15:00,5.0,True
2025-05-17 07:30:00,2025-05-17 08:15:00,4.5,False
2025-05-17 12:00:00,2025-05-17 12:30:00,1.2,False
2025-05-17 17:30:00,2025-05-17 18:15:00,5.0,True
2025-05-18 07:30:00,2025-05-18 08:15:00,4.5,False
2025-05-18 12:00:00,2025-05-18 12:30:00,1.2,False
2025-05-18 17:30:00,2025-05-18 18:15:00,5.0,True
2025-05-19 07:30:00,2025-05-19 08:15:00,4.5,False
2025-05-19 12:00:00,2025-05-19 12:30:00,1.2,False
2025-05-19 17:30:00,2025-05-19 18:15:00,5.0,True
2025-05-20 07:30:00,2025-05-20 08:15:00,4.5,False
2025-05-20 12:00:00,2025-05-20 12:30:00,1.2,False
2025-05-20 17:30:00,2025-05-20 18:15:00,5.0,True
2025-05-21 07:30:00,2025-05-21 08:15:00,4.5,False
2025-05-21 12:00:00,2025-05-21 12:30:00,1.2,False
2025-05-21 17:30:00,2025-05-21 18:15:00,5.0,True
2025-05-22 07:30:00,2025-05-22 08:15:00,4.5,False
2025-05-22 12:00:00,2025-05-22 12:30:00,1.2,False
2025-05-22 17:30:00,2025-05-22 18:15:00,5.0,True
2025-05-23 07:30:00,2025-05-23 08:15:00,4.5,False
2025-05-23 12:00:00,2025-05-23 12:30:00,1.2,False
2025-05-23 17:30:00,2025-05-23 18:15:00,5.0,True
2025-05-24 07:30:00,2025-05-24 08:15:00,4.5,False
2025-05-24 12:00:00,2025-05-24 12:30:00,1.2,False
2025-05-24 17:30:00,2025-05-24 18:15:00,5.0,True
2025-05-25 07:30:00,2025-05-25 08:15:00,4.5,False
2025-05-25 12:00:00,2025-05-25 12:30:00,1.2,False
2025-05-25 17:30:00,2025-05-25 18:15:00,5.0,True
2025-05-26 07:30:00,2025-05-26 08:15:00,4.5,False
